date,centre_id,crop_id,capacity,bookings,arrivals,quantity,no_show_rate
2024-05-13,3,1,50,30,27,176.178,0.11
2024-05-14,3,1,50,36,32,307.133,0.1015
2024-05-15,3,1,50,36,33,248.497,0.0701
2024-05-16,3,1,50,24,22,212.619,0.0876
2024-05-17,3,1,50,21,19,189.868,0.0997
2024-05-18,3,1,45,16,14,190.28,0.0939
2024-05-19,3,1,45,29,26,263.571,0.1097
2024-05-20,3,1,50,33,30,432.777,0.0992
2024-05-21,3,1,50,35,33,348.881,0.0682
2024-05-22,3,1,50,42,40,346.949,0.0591
2024-05-23,3,1,50,34,31,333.213,0.0873
2024-05-24,3,1,50,34,30,298.007,0.1282
2024-05-25,3,1,45,37,34,344.949,0.0711
2024-05-26,3,1,45,28,26,298.035,0.0763
2024-05-27,3,1,50,23,20,222.725,0.1399
2024-05-28,3,1,50,31,29,371.016,0.0806
2024-05-29,3,1,50,32,29,263.045,0.1009
2024-05-30,3,1,50,24,22,267.809,0.0682
2024-05-31,3,1,50,23,22,215.357,0.0638
2024-06-01,3,1,45,28,25,252.892,0.1209
2024-06-02,3,1,45,25,22,203.566,0.1107
2024-06-03,3,1,50,35,31,279.62,0.1042
2024-06-04,3,1,50,35,31,334.072,0.103
2024-06-05,3,1,50,34,32,302.664,0.0492
2024-06-06,3,1,50,27,25,288.437,0.082
2024-06-07,3,1,50,29,26,253.164,0.0893
2024-06-08,3,1,45,32,30,308.865,0.0648
2024-06-09,3,1,45,31,27,328.907,0.1346
2024-06-10,3,1,50,25,23,312.741,0.0926
2024-06-11,3,1,50,37,33,320.719,0.1051
2024-06-12,3,1,50,26,24,375.942,0.0629
2024-06-13,3,1,50,26,24,239.95,0.0804
2024-06-14,3,1,50,25,22,196.123,0.1159
2024-06-15,3,1,45,18,16,138.525,0.1029
2024-06-16,3,1,45,31,27,373.328,0.1222
2024-06-17,3,1,50,26,23,308.283,0.0981
2024-06-18,3,1,50,37,34,406.272,0.0855
2024-06-19,3,1,50,34,30,392.663,0.1078
2024-06-20,3,1,50,27,25,273.941,0.0826
2024-06-21,3,1,50,31,28,323.432,0.0887
2024-06-22,3,1,45,29,28,335.409,0.0349
2024-06-23,3,1,45,22,21,220.915,0.0446
2024-06-24,3,1,50,36,32,385.331,0.1002
2024-06-25,3,1,50,35,33,339.725,0.0661
2024-06-26,3,1,50,24,22,243.806,0.0632
2024-06-27,3,1,50,28,25,311.427,0.1226
2024-06-28,3,1,50,29,27,295.985,0.0846
2024-06-29,3,1,45,24,23,263.508,0.0442
2024-06-30,3,1,45,17,15,201.307,0.1424
2024-07-01,3,1,50,36,32,348.364,0.1053
2024-07-02,3,1,50,24,22,185.878,0.0844
2024-07-03,3,1,50,35,33,299.766,0.0689
2024-07-04,3,1,50,28,26,318.41,0.0838
2024-07-05,3,1,50,26,22,225.817,0.1528
2024-07-06,3,1,45,33,30,251.752,0.0981
2024-07-07,3,1,45,20,18,272.193,0.0778
2024-07-08,3,1,50,28,25,332.958,0.1143
2024-07-09,3,1,50,32,30,316.95,0.0725
2024-07-10,3,1,50,27,25,253.446,0.0919
2024-07-11,3,1,50,26,24,287.266,0.0686
2024-07-12,3,1,50,22,20,172.332,0.0756
2024-07-13,3,1,45,20,18,208.716,0.1014
2024-07-14,3,1,45,32,30,341.831,0.0653
2024-07-15,3,1,50,23,21,169.595,0.0936
2024-07-16,3,1,50,27,25,245.611,0.084
2024-07-17,3,1,50,25,23,255.953,0.0744
2024-07-18,3,1,50,17,15,125.095,0.1112
2024-07-19,3,1,50,24,21,166.986,0.1279
2024-07-20,3,1,45,18,17,147.346,0.0712
2024-07-21,3,1,45,20,18,137.388,0.0986
2024-07-22,3,1,50,28,26,329.651,0.0785
2024-07-23,3,1,50,30,27,310.235,0.0886
2024-07-24,3,1,50,21,19,167.039,0.1122
2024-07-25,3,1,50,25,23,194.481,0.0971
2024-07-26,3,1,50,27,25,307.747,0.0903
2024-07-27,3,1,45,18,17,144.452,0.0773
2024-07-28,3,1,45,26,24,236.053,0.0763
2024-07-29,3,1,50,30,28,161.626,0.0726
2024-07-30,3,1,50,25,24,265.957,0.0574
2024-07-31,3,1,50,22,19,155.464,0.1161
2024-08-01,3,1,50,23,20,263.056,0.1163
2024-08-02,3,1,50,21,19,190.233,0.1032
2024-08-03,3,1,45,31,28,194.842,0.086
2024-08-04,3,1,45,20,18,216.309,0.1217
2024-08-05,3,1,50,26,25,206.077,0.0498
2024-08-06,3,1,50,18,17,185.77,0.0808
2024-08-07,3,1,50,20,19,178.79,0.055
2024-08-08,3,1,50,22,20,216.499,0.0704
2024-08-09,3,1,50,20,18,182.712,0.0882
2024-08-10,3,1,45,19,18,195.767,0.0617
2024-08-11,3,1,45,22,20,215.057,0.1031
2024-08-12,3,1,50,23,21,204.821,0.0721
2024-08-13,3,1,50,25,23,259.564,0.0701
2024-08-14,3,1,50,18,17,185.884,0.0453
2024-08-15,3,1,50,13,12,183.373,0.0721
2024-08-16,3,1,50,20,19,226.959,0.0701
2024-08-17,3,1,45,24,21,154.364,0.1321
2024-08-18,3,1,45,16,15,138.213,0.0693
2024-08-19,3,1,50,21,20,183.603,0.0657
2024-08-20,3,1,50,22,21,238.786,0.0454
2024-08-21,3,1,50,21,20,157.718,0.0559
2024-08-22,3,1,50,18,16,181.933,0.1005
2024-08-23,3,1,50,21,19,212.988,0.0781
2024-08-24,3,1,45,20,18,151.849,0.0837
2024-08-25,3,1,45,24,22,272.526,0.0917
2024-08-26,3,1,50,17,15,189.069,0.0992
2024-08-27,3,1,50,25,23,228.543,0.093
2024-08-28,3,1,50,20,19,216.841,0.0575
2024-08-29,3,1,50,20,18,210.528,0.1062
2024-08-30,3,1,50,23,21,219.359,0.0873
2024-08-31,3,1,45,19,17,130.774,0.1021
2024-09-01,3,1,45,18,16,185.635,0.0984
2024-09-02,3,1,50,25,24,260.216,0.0547
2024-09-03,3,1,50,24,21,276.861,0.1285
2024-09-04,3,1,50,24,21,232.531,0.1104
2024-09-05,3,1,50,22,20,238.577,0.0852
2024-09-06,3,1,50,20,18,183.025,0.0773
2024-09-07,3,1,45,16,14,149.246,0.0988
2024-09-08,3,1,45,18,16,238.094,0.0844
2024-09-09,3,1,50,18,16,196.582,0.0964
2024-09-10,3,1,50,18,16,182.612,0.0875
2024-09-11,3,1,50,23,20,191.72,0.116
2024-09-12,3,1,50,11,10,84.787,0.0685
2024-09-13,3,1,50,17,15,204.063,0.1461
2024-09-14,3,1,45,17,16,224.218,0.0816
2024-09-15,3,1,45,21,19,192.607,0.1044
2024-09-16,3,1,50,20,18,161.727,0.0952
2024-09-17,3,1,50,21,20,238.045,0.0673
2024-09-18,3,1,50,27,25,264.546,0.0646
2024-09-19,3,1,50,16,15,234.534,0.0754
2024-09-20,3,1,50,17,15,192.625,0.0961
2024-09-21,3,1,45,17,16,180.705,0.072
2024-09-22,3,1,45,17,15,216.579,0.1124
2024-09-23,3,1,50,12,10,107.111,0.1334
2024-09-24,3,1,50,17,16,136.21,0.0557
2024-09-25,3,1,50,14,13,106.154,0.1032
2024-09-26,3,1,50,23,21,220.135,0.0968
2024-09-27,3,1,50,14,13,150.849,0.0941
2024-09-28,3,1,45,15,14,118.786,0.0608
2024-09-29,3,1,45,13,12,159.822,0.0739
2024-09-30,3,1,50,24,21,264.588,0.1049
2024-10-01,3,1,50,25,23,237.788,0.0669
2024-10-02,3,1,50,23,22,220.125,0.055
2024-10-03,3,1,50,20,17,185.057,0.1413
2024-10-04,3,1,50,31,29,276.573,0.0612
2024-10-05,3,1,45,17,16,124.342,0.0625
2024-10-06,3,1,45,18,16,167.909,0.0889
2024-10-07,3,1,50,21,19,206.829,0.1186
2024-10-08,3,1,50,9,8,107.071,0.0846
2024-10-09,3,1,50,26,24,194.242,0.0763
2024-10-10,3,1,50,21,20,171.2,0.0466
2024-10-11,3,1,50,21,19,230.207,0.0885
2024-10-12,3,1,45,23,21,249.754,0.1006
2024-10-13,3,1,45,12,11,119.014,0.1043
2024-10-14,3,1,50,19,16,189.964,0.1361
2024-10-15,3,1,50,16,14,141.624,0.0993
2024-10-16,3,1,50,23,22,210.13,0.0486
2024-10-17,3,1,50,19,17,186.734,0.1085
2024-10-18,3,1,50,13,12,135.069,0.0953
2024-10-19,3,1,45,22,20,202.602,0.0929
2024-10-20,3,1,45,22,20,237.035,0.1124
2024-10-21,3,1,50,25,23,284.344,0.064
2024-10-22,3,1,50,22,20,181.399,0.1066
2024-10-23,3,1,50,16,15,106.82,0.0814
2024-10-24,3,1,50,24,21,312.164,0.1248
2024-10-25,3,1,50,15,13,158.861,0.1035
2024-10-26,3,1,45,16,15,154.109,0.0876
2024-10-27,3,1,45,19,17,186.257,0.0848
2024-10-28,3,1,50,20,18,187.529,0.0894
2024-10-29,3,1,50,27,26,235.349,0.0474
2024-10-30,3,1,50,18,16,210.678,0.092
2024-10-31,3,1,50,19,18,223.658,0.0701
2024-11-01,3,1,50,17,15,149.596,0.1017
2024-11-02,3,1,45,18,16,154.119,0.0975
2024-11-03,3,1,45,22,21,178.795,0.065
2024-11-04,3,1,50,24,21,277.528,0.1203
2024-11-05,3,1,50,25,22,275.54,0.1258
2024-11-06,3,1,50,21,19,257.203,0.1113
2024-11-07,3,1,50,29,27,289.573,0.0547
2024-11-08,3,1,50,20,18,202.658,0.1071
2024-11-09,3,1,45,18,16,123.054,0.1143
2024-11-10,3,1,45,22,20,221.972,0.0846
2024-11-11,3,1,50,23,21,261.939,0.0722
2024-11-12,3,1,50,27,25,297.609,0.0868
2024-11-13,3,1,50,27,23,262.198,0.1352
2024-11-14,3,1,50,27,25,326.191,0.0701
2024-11-15,3,1,50,27,24,183.891,0.1057
2024-11-16,3,1,45,22,20,241.227,0.1002
2024-11-17,3,1,45,20,18,205.587,0.1187
2024-11-18,3,1,50,27,24,261.991,0.1221
2024-11-19,3,1,50,22,20,169.64,0.1019
2024-11-20,3,1,50,20,18,175.407,0.1
2024-11-21,3,1,50,21,19,216.522,0.0737
2024-11-22,3,1,50,17,16,152.221,0.0698
2024-11-23,3,1,45,18,17,156.48,0.0621
2024-11-24,3,1,45,20,18,176.875,0.0951
2024-11-25,3,1,50,22,19,210.006,0.1165
2024-11-26,3,1,50,19,17,150.448,0.0869
2024-11-27,3,1,50,17,15,103.377,0.0885
2024-11-28,3,1,50,22,20,260.676,0.0831
2024-11-29,3,1,50,17,15,177.897,0.1201
2024-11-30,3,1,45,14,13,147.669,0.0707
2024-12-01,3,1,45,19,16,204.954,0.1403
2024-12-02,3,1,50,25,24,249.008,0.0406
2024-12-03,3,1,50,27,24,330.405,0.1104
2024-12-04,3,1,50,22,20,192.997,0.0971
2024-12-05,3,1,50,19,18,142.786,0.0781
2024-12-06,3,1,50,12,11,131.899,0.0778
2024-12-07,3,1,45,25,22,228.511,0.1005
2024-12-08,3,1,45,16,14,110.189,0.1074
2024-12-09,3,1,50,39,37,280.32,0.0497
2024-12-10,3,1,50,24,21,353.837,0.1065
2024-12-11,3,1,50,29,26,300.832,0.1118
2024-12-12,3,1,50,25,23,176.887,0.0956
2024-12-13,3,1,50,31,28,269.047,0.1088
2024-12-14,3,1,45,23,21,211.337,0.0824
2024-12-15,3,1,45,22,20,183.487,0.0742
2024-12-16,3,1,50,18,17,234.288,0.0575
2024-12-17,3,1,50,36,32,372.853,0.1064
2024-12-18,3,1,50,29,25,235.826,0.1208
2024-12-19,3,1,50,24,22,308.119,0.0968
2024-12-20,3,1,50,29,27,243.201,0.0662
2024-12-21,3,1,45,21,19,265.945,0.1015
2024-12-22,3,1,45,20,19,184.51,0.0725
2024-12-23,3,1,50,33,29,391.042,0.1274
2024-12-24,3,1,50,26,24,214.714,0.0889
2024-12-25,3,1,50,25,22,179.6,0.1144
2024-12-26,3,1,50,23,21,283.498,0.1035
2024-12-27,3,1,50,22,20,265.778,0.086
2024-12-28,3,1,45,27,25,266.807,0.0922
2024-12-29,3,1,45,20,18,159.477,0.091
2024-12-30,3,1,50,36,33,432.224,0.0905
2024-12-31,3,1,50,24,22,243.207,0.075
2025-01-01,3,1,50,26,23,220.58,0.1091
2025-01-02,3,1,50,23,21,179.821,0.0993
2025-01-03,3,1,50,31,28,349.106,0.112
2025-01-04,3,1,45,17,16,159.959,0.0873
2025-01-05,3,1,45,26,24,198.404,0.085
2025-01-06,3,1,50,37,34,333.825,0.0922
2025-01-07,3,1,50,24,22,272.232,0.0812
2025-01-08,3,1,50,25,23,254.096,0.0725
2025-01-09,3,1,50,31,29,385.853,0.0718
2025-01-10,3,1,50,29,27,244.502,0.0721
2025-01-11,3,1,45,30,28,292.714,0.0758
2025-01-12,3,1,45,25,22,254.974,0.1043
2025-01-13,3,1,50,38,36,397.709,0.0544
2025-01-14,3,1,50,42,39,453.953,0.0832
2025-01-15,3,1,50,29,28,231.022,0.0388
2025-01-16,3,1,50,17,15,154.87,0.1052
2025-01-17,3,1,50,35,31,302.595,0.1239
2025-01-18,3,1,45,23,20,246.885,0.1245
2025-01-19,3,1,45,17,15,188.317,0.1158
2025-01-20,3,1,50,29,27,201.471,0.0564
2025-01-21,3,1,50,33,30,364.031,0.0902
2025-01-22,3,1,50,28,25,289.823,0.1041
2025-01-23,3,1,50,33,30,273.492,0.0901
2025-01-24,3,1,50,28,26,252.285,0.0686
2025-01-25,3,1,45,32,29,268.865,0.1076
2025-01-26,3,1,45,24,22,204.684,0.0868
2025-01-27,3,1,50,30,27,324.16,0.0911
2025-01-28,3,1,50,44,39,558.398,0.1083
2025-01-29,3,1,50,38,33,286.324,0.1405
2025-01-30,3,1,50,23,21,134.4,0.0926
2025-01-31,3,1,50,24,22,212.128,0.1015
2025-02-01,3,1,45,27,27,388.381,0.0138
2025-02-02,3,1,45,25,22,257.542,0.1318
2025-02-03,3,1,50,37,34,441.511,0.0831
2025-02-04,3,1,50,40,36,324.005,0.0888
2025-02-05,3,1,50,24,21,226.652,0.1415
2025-02-06,3,1,50,39,34,340.164,0.1188
2025-02-07,3,1,50,29,25,298.884,0.1263
2025-02-08,3,1,45,37,34,270.605,0.0886
2025-02-09,3,1,45,19,16,141.819,0.1366
2025-02-10,3,1,50,36,31,340.076,0.1325
2025-02-11,3,1,50,36,34,271.298,0.056
2025-02-12,3,1,50,29,26,223.705,0.1025
2025-02-13,3,1,50,28,27,240.082,0.0478
2025-02-14,3,1,50,24,22,252.621,0.0874
2025-02-15,3,1,45,31,30,343.223,0.0459
2025-02-16,3,1,45,33,31,318.044,0.0664
2025-02-17,3,1,50,32,29,422.518,0.0839
2025-02-18,3,1,50,39,36,485.529,0.0684
2025-02-19,3,1,50,24,20,209.718,0.1477
2025-02-20,3,1,50,28,24,297.908,0.1261
2025-02-21,3,1,50,33,31,348.437,0.0489
2025-02-22,3,1,45,34,31,350.565,0.0737
2025-02-23,3,1,45,26,24,307.437,0.0849
2025-02-24,3,1,50,29,26,258.314,0.1006
2025-02-25,3,1,50,33,30,266.798,0.091
2025-02-26,3,1,50,43,39,315.705,0.0818
2025-02-27,3,1,50,32,29,245.501,0.1022
2025-02-28,3,1,50,26,24,249.482,0.0878
2025-03-01,3,1,45,15,13,165.092,0.1073
2025-03-02,3,1,45,31,29,281.746,0.0802
2025-03-03,3,1,50,43,40,405.619,0.0736
2025-03-04,3,1,50,26,24,265.932,0.0828
2025-03-05,3,1,50,27,25,336.538,0.0622
2025-03-06,3,1,50,34,30,290.999,0.1294
2025-03-07,3,1,50,30,28,295.73,0.063
2025-03-08,3,1,45,28,26,258.938,0.0786
2025-03-09,3,1,45,36,33,306.992,0.0903
2025-03-10,3,1,50,37,34,347.823,0.0682
2025-03-11,3,1,50,19,17,195.478,0.1148
2025-03-12,3,1,50,37,35,321.36,0.0574
2025-03-13,3,1,50,38,33,311.046,0.1394
2025-03-14,3,1,50,26,24,231.136,0.0743
2025-03-15,3,1,45,31,28,282.423,0.0913
2025-03-16,3,1,45,21,19,185.523,0.1105
2025-03-17,3,1,50,46,42,477.598,0.0837
2025-03-18,3,1,50,31,27,250.776,0.123
2025-03-19,3,1,50,31,28,280.298,0.0929
2025-03-20,3,1,50,38,34,346.714,0.1096
2025-03-21,3,1,50,35,30,309.397,0.1402
2025-03-22,3,1,45,37,33,389.774,0.0968
2025-03-23,3,1,45,34,30,326.26,0.1136
2025-03-24,3,1,50,38,35,407.139,0.067
2025-03-25,3,1,50,22,21,232.43,0.0642
2025-03-26,3,1,50,38,35,284.535,0.0795
2025-03-27,3,1,50,31,27,287.481,0.1158
2025-03-28,3,1,50,37,34,360.824,0.0748
2025-03-29,3,1,45,37,36,349.238,0.0382
2025-03-30,3,1,45,26,24,248.213,0.0856
2025-03-31,3,1,50,29,26,306.98,0.0924
2025-04-01,3,1,50,40,37,303.423,0.0742
2025-04-02,3,1,50,29,25,262.986,0.1261
2025-04-03,3,1,50,26,24,265.127,0.0888
2025-04-04,3,1,50,36,33,393.594,0.0884
2025-04-05,3,1,45,30,28,290.614,0.0643
2025-04-06,3,1,45,35,31,310.018,0.108
2025-04-07,3,1,50,32,29,376.297,0.0873
2025-04-08,3,1,50,37,32,330.078,0.1225
2025-04-09,3,1,50,29,27,305.978,0.0731
2025-04-10,3,1,50,28,26,301.399,0.0725
2025-04-11,3,1,50,38,34,320.309,0.1061
2025-04-12,3,1,45,37,33,400.539,0.1208
2025-04-13,3,1,45,24,22,222.248,0.087
2025-04-14,3,1,50,27,25,272.758,0.0795
2025-04-15,3,1,50,40,37,489.068,0.0856
2025-04-16,3,1,50,29,27,306.419,0.0831
2025-04-17,3,1,50,28,24,242.365,0.1479
2025-04-18,3,1,50,37,35,400.154,0.067
2025-04-19,3,1,45,39,35,383.859,0.0992
2025-04-20,3,1,45,29,26,238.127,0.1194
2025-04-21,3,1,50,31,27,221.309,0.1178
2025-04-22,3,1,50,34,30,304.916,0.1107
2025-04-23,3,1,50,28,25,243.653,0.1222
2025-04-24,3,1,50,29,26,306.873,0.1041
2025-04-25,3,1,50,31,27,306.105,0.1198
2025-04-26,3,1,45,38,33,302.69,0.119
2025-04-27,3,1,45,32,29,354.305,0.0833
2025-04-28,3,1,50,24,22,234.391,0.0724
2025-04-29,3,1,50,49,45,319.128,0.0824
2025-04-30,3,1,50,33,29,322.516,0.1156
2025-05-01,3,1,50,36,32,280.486,0.1143
2025-05-02,3,1,50,33,29,369.234,0.1127
2025-05-03,3,1,45,27,25,356.675,0.0811
2025-05-04,3,1,45,30,27,306.03,0.0914
2025-05-05,3,1,50,37,34,502.185,0.0925
2025-05-06,3,1,50,27,25,288.009,0.073
2025-05-07,3,1,50,27,25,222.501,0.085
2025-05-08,3,1,50,36,32,357.794,0.1027
2025-05-09,3,1,50,36,33,359.311,0.0864
2025-05-10,3,1,45,25,24,226.042,0.0576
2025-05-11,3,1,45,29,26,255.921,0.111
2025-05-12,3,1,50,39,36,382.197,0.0855
2025-05-13,3,1,50,37,33,362.386,0.1009
2025-05-14,3,1,50,33,29,271.448,0.1137
2025-05-15,3,1,50,32,30,369.126,0.0717
2025-05-16,3,1,50,26,23,241.901,0.1281
2025-05-17,3,1,45,28,27,296.609,0.0409
2025-05-18,3,1,45,35,31,340.688,0.1176
2025-05-19,3,1,50,30,27,265.539,0.0835
2025-05-20,3,1,50,37,33,360.656,0.0979
2025-05-21,3,1,50,27,25,333.425,0.0562
2025-05-22,3,1,50,28,23,295.497,0.1656
2025-05-23,3,1,50,28,25,257.273,0.1027
2025-05-24,3,1,45,31,29,295.786,0.0666
2025-05-25,3,1,45,13,11,140.972,0.1207
2025-05-26,3,1,50,27,24,298.276,0.0988
2025-05-27,3,1,50,22,20,234.258,0.0741
2025-05-28,3,1,50,26,24,277.185,0.0909
2025-05-29,3,1,50,26,23,274.892,0.1132
2025-05-30,3,1,50,25,22,222.595,0.1091
2025-05-31,3,1,45,34,31,266.728,0.0874
2025-06-01,3,1,45,27,24,282.937,0.0933
2025-06-02,3,1,50,27,25,197.869,0.0689
2025-06-03,3,1,50,26,24,315.087,0.0906
2025-06-04,3,1,50,29,26,252.334,0.1141
2025-06-05,3,1,50,28,25,290.674,0.0952
2025-06-06,3,1,50,36,33,325.087,0.0926
2025-06-07,3,1,45,24,22,236.471,0.0935
2025-06-08,3,1,45,20,18,198.064,0.0913
2025-06-09,3,1,50,37,36,312.752,0.0395
2025-06-10,3,1,50,30,27,208.906,0.1093
2025-06-11,3,1,50,28,26,312.302,0.0763
2025-06-12,3,1,50,26,23,211.272,0.133
2025-06-13,3,1,50,20,18,165.041,0.1075
2025-06-14,3,1,45,25,23,179.694,0.0856
2025-06-15,3,1,45,20,19,218.925,0.0619
2025-06-16,3,1,50,19,18,157.415,0.0572
2025-06-17,3,1,50,24,22,222.858,0.0907
2025-06-18,3,1,50,24,21,180.517,0.1179
2025-06-19,3,1,50,23,19,252.717,0.1637
2025-06-20,3,1,50,26,24,306.096,0.066
2025-06-21,3,1,45,28,26,247.516,0.0696
2025-06-22,3,1,45,27,24,252.338,0.1205
2025-06-23,3,1,50,30,27,297.99,0.1
2024-01-01,3,2,50,32,28,406.941,0.1262
2024-01-02,3,2,50,37,34,416.166,0.0691
2024-01-03,3,2,50,29,27,352.836,0.0692
2024-01-04,3,2,50,27,26,321.929,0.0503
2024-01-05,3,2,50,28,25,316.631,0.1209
2024-01-06,3,2,45,36,34,555.013,0.0457
2024-01-07,3,2,45,31,29,437.675,0.0767
2024-01-08,3,2,50,27,23,321.688,0.1476
2024-01-09,3,2,50,35,32,515.216,0.0729
2024-01-10,3,2,50,25,23,238.717,0.0852
2024-01-11,3,2,50,20,18,268.854,0.1013
2024-01-12,3,2,50,24,23,291.081,0.0598
2024-01-13,3,2,45,19,18,240.77,0.068
2024-01-14,3,2,45,19,17,214.905,0.0947
2024-01-15,3,2,50,42,36,660.314,0.134
2024-01-16,3,2,50,26,23,262.168,0.1061
2024-01-17,3,2,50,38,32,340.639,0.1484
2024-01-18,3,2,50,32,28,367.853,0.1301
2024-01-19,3,2,50,36,32,332.36,0.1059
2024-01-20,3,2,45,33,30,442.372,0.0883
2024-01-21,3,2,45,29,27,385.938,0.0671
2024-01-22,3,2,50,32,29,375.099,0.0888
2024-01-23,3,2,50,25,23,323.963,0.0951
2024-01-24,3,2,50,17,15,221.059,0.099
2024-01-25,3,2,50,22,22,266.071,0.0194
2024-01-26,3,2,50,15,14,167.481,0.0794
2024-01-27,3,2,45,24,21,270.075,0.1071
2024-01-28,3,2,45,42,38,368.566,0.1056
2024-01-29,3,2,50,35,32,386.402,0.08
2024-01-30,3,2,50,38,34,430.391,0.093
2024-01-31,3,2,50,47,42,635.394,0.1028
2024-02-01,3,2,50,32,30,471.214,0.0716
2024-02-02,3,2,50,22,20,250.198,0.1048
2024-02-03,3,2,45,29,24,386.587,0.1651
2024-02-04,3,2,45,30,26,388.305,0.1178
2024-02-05,3,2,50,39,35,437.527,0.1092
2024-02-06,3,2,50,31,28,380.557,0.1021
2024-02-07,3,2,50,31,29,318.811,0.0707
2024-02-08,3,2,50,24,21,329.455,0.1378
2024-02-09,3,2,50,22,20,209.948,0.1073
2024-02-10,3,2,45,35,32,318.539,0.0869
2024-02-11,3,2,45,33,30,400.562,0.1009
2024-02-12,3,2,50,42,39,352.334,0.079
2024-02-13,3,2,50,36,33,324.337,0.0883
2024-02-14,3,2,50,43,39,563.588,0.1037
2024-02-15,3,2,50,38,33,414.503,0.1295
2024-02-16,3,2,50,33,30,339.282,0.0953
2024-02-17,3,2,45,43,39,589.101,0.0941
2024-02-18,3,2,45,34,31,294.326,0.0837
2024-02-19,3,2,50,35,31,376.521,0.117
2024-02-20,3,2,50,32,29,509.288,0.0927
2024-02-21,3,2,50,30,27,317.755,0.1033
2024-02-22,3,2,50,29,27,324.385,0.0613
2024-02-23,3,2,50,26,23,307.301,0.1126
2024-02-24,3,2,45,26,23,290.052,0.1051
2024-02-25,3,2,45,23,21,218.547,0.0864
2024-02-26,3,2,50,30,27,301.616,0.1123
2024-02-27,3,2,50,22,21,209.308,0.0482
2024-02-28,3,2,50,23,21,286.505,0.0972
2024-02-29,3,2,50,38,35,476.083,0.0727
2024-03-01,3,2,50,32,29,423.667,0.1061
2024-03-02,3,2,45,36,33,350.499,0.091
2024-03-03,3,2,45,30,27,341.385,0.0911
2024-03-04,3,2,50,37,32,493.496,0.1226
2024-03-05,3,2,50,39,37,527.926,0.0518
2024-03-06,3,2,50,33,29,366.166,0.1086
2024-03-07,3,2,50,40,36,454.332,0.1088
2024-03-08,3,2,50,35,32,462.7,0.0738
2024-03-09,3,2,45,28,25,366.469,0.1194
2024-03-10,3,2,45,29,26,333.732,0.1051
2024-03-11,3,2,50,33,31,348.675,0.0479
2024-03-12,3,2,50,38,35,293.681,0.0716
2024-03-13,3,2,50,34,30,444.768,0.1063
2024-03-14,3,2,50,36,33,368.715,0.0934
2024-03-15,3,2,50,23,21,319.456,0.0829
2024-03-16,3,2,45,30,26,301.519,0.1171
2024-03-17,3,2,45,31,28,320.58,0.1118
2024-03-18,3,2,50,32,30,400.706,0.072
2024-03-19,3,2,50,42,37,524.276,0.1102
2024-03-20,3,2,50,30,26,381.763,0.1226
2024-03-21,3,2,50,34,30,364.732,0.1119
2024-03-22,3,2,50,29,27,346.955,0.0834
2024-03-23,3,2,45,25,22,263.086,0.1114
2024-03-24,3,2,45,30,26,392.106,0.1348
2024-03-25,3,2,50,42,37,487.534,0.1222
2024-03-26,3,2,50,49,43,536.594,0.1155
2024-03-27,3,2,50,31,27,366.206,0.1393
2024-03-28,3,2,50,34,31,373.107,0.0958
2024-03-29,3,2,50,27,25,317.219,0.0899
2024-03-30,3,2,45,37,35,395.754,0.063
2024-03-31,3,2,45,25,23,276.029,0.0984
2024-04-01,3,2,50,47,43,567.499,0.0822
2024-04-02,3,2,50,31,30,341.935,0.0419
2024-04-03,3,2,50,32,30,391.821,0.0689
2024-04-04,3,2,50,24,21,270.475,0.111
2024-04-05,3,2,50,37,34,403.489,0.0793
2024-04-06,3,2,45,32,30,343.092,0.0706
2024-04-07,3,2,45,33,31,281.063,0.0517
2024-04-08,3,2,50,36,34,476.622,0.0578
2024-04-09,3,2,50,33,30,359.164,0.0898
2024-04-10,3,2,50,31,28,324.884,0.1045
2024-04-11,3,2,50,27,26,253.649,0.0513
2024-04-12,3,2,50,32,29,428.851,0.0887
2024-04-13,3,2,45,32,30,502.138,0.0609
2024-04-14,3,2,45,37,35,403.575,0.0482
2024-04-15,3,2,50,31,29,372.938,0.076
2024-04-16,3,2,50,38,34,359.649,0.1081
2024-04-17,3,2,50,30,27,375.653,0.0886
2024-04-18,3,2,50,35,32,369.95,0.0939
2024-04-19,3,2,50,30,29,292.508,0.0417
2024-04-20,3,2,45,32,29,423.211,0.0831
2024-04-21,3,2,45,30,29,353.831,0.0444
2024-04-22,3,2,50,40,36,523.061,0.091
2024-04-23,3,2,50,29,26,321.693,0.108
2024-04-24,3,2,50,26,24,333.776,0.0766
2024-04-25,3,2,50,23,21,301.077,0.0871
2024-04-26,3,2,50,20,18,242.401,0.1169
2024-04-27,3,2,45,27,25,290.23,0.0622
2024-04-28,3,2,45,30,27,272.001,0.1043
2024-04-29,3,2,50,42,38,569.292,0.096
2024-04-30,3,2,50,30,28,380.448,0.0814
2024-05-01,3,2,50,36,32,437.779,0.0996
2024-05-02,3,2,50,33,30,440.647,0.0985
2024-05-03,3,2,50,28,25,309.013,0.0916
2024-05-04,3,2,45,27,24,345.846,0.1133
2024-05-05,3,2,45,33,31,430.371,0.0687
2024-05-06,3,2,50,28,25,353.539,0.1097
2024-05-07,3,2,50,41,36,485.084,0.1182
2024-05-08,3,2,50,29,26,265.008,0.0995
2024-05-09,3,2,50,23,20,256.185,0.1239
2024-05-10,3,2,50,29,26,333.793,0.0884
